건물명,주소,층,거래일,거래금액,면적,평,건축년도,위도,경도,평당보증금,평당월세,평당보증금평균,평당월세평균
상아2차아파트, 오금동 165,4층,2020 12 29,"    34,000/        40",84.98,25.7,1988,37.6646269614952,126.902968802884,1322.9571984435797,1.556420233463035,1683.9261922632936,0.8562790519514213
아남, 오금동 67,10층,2020 10 28,"    27,000/         0",84.93,25.7,1992,37.334418779733205,127.657418116065,1050.5836575875487,0.0,1123.1239528208746,0.7359763642112234
대림, 오금동 2,6층,2020 12 26,"    63,000/         0",125.79,38.1,1988,37.6709554247375,126.933906517535,1653.543307086614,0.0,1805.6714342204248,0.3295200428433032
현대(2-4차), 오금동 43,5층,2020 12 29,"   105,000/         0",130.93,39.6,1985,37.6652988058331,126.919999675516,2651.5151515151515,0.0,1601.2716126490393,0.6217449479174
송파두산위브, 오금동 135,16층,2020 11 17,"     2,000/        20",59.9823,18.1,2019,37.3408651446206,127.654755413042,110.49723756906076,1.1049723756906076,2577.527212273649,0.09208103130755063
쌍용스위닷홈(201동), 오금동 30-2,3층,2020 7 18,"    84,000/         0",143.82,43.5,2005,37.6677314438924,126.927588399532,1931.0344827586207,0.0,1774.7126436781607,0.0
광남캐스빌, 오금동 113-2,8층,2020 10 31,"    48,000/         0",84.44,25.5,2009,37.5015594948179,127.14220666146299,1882.3529411764705,0.0,1450.9803921568628,0.8496732026143791
우방, 오금동 138,4층,2020 12 23,"    43,000/         0",114.96,34.8,2001,37.658561781684206,126.908898317847,1235.632183908046,0.0,1471.5353855974506,1.0918857621944664
송파호반베르디움더퍼스트, 오금동 619,19층,2020 11 28,"    60,000/       100",101.4632,30.7,2018,37.6585562597526,126.90296648977899,1954.3973941368079,3.257328990228013,2151.2411546669664,0.5222958553296643
송파레미니스, 오금동 616,12층,2020 12 29,"    85,000/         0",84.94,25.7,2017,37.6583716590648,126.90677515226001,3307.3929961089493,0.0,1067.0309766829391,0.7902429234431652
우창, 오금동 164,5층,2020 11 20,"    38,850/         0",76.42,23.1,1985,37.6644027005271,126.90359684406499,1681.8181818181818,0.0,1357.7805072316537,0.7186215555057569
올림픽파크센트레빌, 오금동 615,14층,2020 10 19,"    66,670/         0",84.7766,25.6,2009,37.6581452799132,126.90645616178301,2604.296875,0.0,2510.9941789215686,0.0
반석블레스빌, 오금동 55-8,1층,2020 3 10,"    55,000/         0",84.15,25.5,2002,37.669203271110895,126.91885666683599,2156.8627450980393,0.0,2050.653594771242,0.0
다성파크뷰, 오금동 26-3,6층,2020 3 28,"    33,000/        45",73.4,22.2,2002,37.3418082605959,127.656064421495,1486.4864864864865,2.027027027027027,1746.0681020003053,1.0135135135135136
한두리, 오금동 114-29,5층,2020 11 27,"    35,700/         0",61.78,18.7,2004,37.5023846929352,127.140576910312,1909.0909090909092,0.0,1996.3625084592827,0.0
쌍용스윗닷홈1단지, 오금동 29,4층,2020 11 21,"    58,275/         0",84.94,25.7,2005,37.6676842371794,126.927102669289,2267.509727626459,0.0,2210.440985732815,0.4755728491137051
현대백조, 오금동 11,8층,2020 12 23,"    89,000/         0",114.36,34.6,1997,37.509392015570704,127.12929084520201,2572.2543352601156,0.0,1809.87415183423,0.7414571244358479
다성이즈빌클래식, 오금동 75,6층,2020 5 18,"    63,000/         0",170.61,51.6,2003,37.3356383731991,127.65116033395901,1220.9302325581396,0.0,1201.550387596899,0.0
엘리시움아파트, 오금동 26-2,1층,2020 9 21,"    22,000/         0",64.7,19.6,2017,37.6644148708332,126.923033729832,1122.4489795918366,0.0,1236.1213915618061,0.0
현대2차, 거여동 44,1층,2020 12 26,"    53,000/         0",82.96,25.1,1992,37.4946248867984,127.14641068210899,2111.5537848605577,0.0,1471.9908245804654,0.44790534830375467
거여1단지, 거여동 290,11층,2020 12 31,"    41,000/         0",49.8,15.1,1997,37.4910049246285,127.144599668545,2715.2317880794703,0.0,1540.9284005788722,1.3244558339598236
쌍용스윗닷홈 거여역1차, 거여동 28,5층,2020 9 25,"    55,000/         0",84.95,25.7,2006,37.4920152035793,127.146402485804,2140.077821011673,0.0,1785.0078990230227,0.4542278127183787
거여5단지, 거여동 294,11층,2020 12 19,"    34,650/         0",59.74,18.1,1997,37.488896702748,127.145324812922,1914.3646408839777,0.0,1611.6337487543901,0.6550871984701564
거여4단지, 거여동 293,2층,2020 12 27,"    33,000/         0",59.73,18.1,1997,37.4892295252101,127.143802100012,1823.2044198895026,0.0,1435.6961362943218,1.6444870632329802
현대3차, 거여동 46,12층,2020 10 31,"    45,000/         0",84.94,25.7,1993,37.4969374676435,127.14504182023501,1750.9727626459144,0.0,1444.081837580017,0.45186393874733277
삼호, 거여동 136,3층,2020 10 30,"    24,000/        30",84.96,25.7,1999,37.4965602053714,127.14362163468,933.852140077821,1.1673151750972763,1521.8307285508524,0.39297461143237955
금호어울림, 거여동 593,3층,2020 10 6,"    60,000/         0",84.98,25.7,2003,37.492195941799395,127.143335326154,2334.6303501945526,0.0,1760.269989437389,0.0
거여3단지, 거여동 292,5층,2020 12 28,"     3,425/         8",39.24800000000001,11.9,2000,37.4899500043343,127.147689569553,287.81512605042013,0.6722689075630252,277.26928271464243,0.5716912996462412
우방1, 거여동 356,11층,2020 12 28,"    40,000/         0",84.9,25.7,1999,37.4927534827254,127.142182114403,1556.4202334630352,0.0,1542.7280349119674,0.5910957284433648
거여6단지, 거여동 295,2층,2020 12 22,"     2,548/         5",39.15,11.8,1997,37.48860232217721,127.14662941168899,215.9322033898305,0.423728813559322,146.52140561075396,0.7888296317942725
거여2단지동아, 거여동 291,8층,2020 12 29,"    70,000/         0",134.88,40.8,1997,37.4902991312367,127.14624482186399,1715.686274509804,0.0,1384.149515421142,0.5719921658502974
현대1차, 거여동 362,6층,2020 12 17,"    50,000/         0",74.83,22.6,1992,37.4928479181706,127.141030703062,2212.389380530973,0.0,1647.0031337742496,0.18455291316813435
한보1, 마천동 175,6층,2020 11 25,"     4,000/         0",34.06,10.3,1998,35.1334891704429,128.785584419136,388.34951456310677,0.0,995.4154201951528,0.4506417371402513
현대그린빌, 마천동 181,9층,2020 9 10,"     5,000/         0",59.67,18.1,1998,37.4951727736301,127.15090816020901,276.2430939226519,0.0,992.9431867203415,0.7918968692449355
마천금호어울림1차아파트, 마천동 575,16층,2020 10 13,"    25,000/        28",81.18,24.6,2002,37.4982380723277,127.15481987738998,1016.260162601626,1.1382113821138211,1426.8195456009573,0.7539657400284578
우방아파트, 마천동 576,5층,2020 12 10,"    28,000/         0",55.32,16.7,2002,37.500359840258604,127.15197715123199,1676.6467065868264,0.0,1493.5348827283792,0.2324500232450023
신동아, 마천동 20,12층,2020 11 27,"    40,000/         0",84.71,25.6,2001,37.5003944934394,127.144768051292,1562.5,0.0,1679.4321190147327,0.0
송파파크데일1단지, 마천동 582,7층,2020 12 30,"    42,000/         0",59.91,18.1,2011,37.4990538999252,127.15900555172199,2320.441988950276,0.0,1463.9822807398443,0.6881035907811278
송파파크데일2단지, 마천동 607,4층,2020 12 30,"     4,250/        30",49.6,15.0,2011,37.495791590892104,127.158851917295,283.3333333333333,2.0,827.6689089751865,1.0669655815250494
월계센트럴아이파크, 월계동 951,5층,2020 12 24,"    65,000/         0",84.99,25.7,2019,37.6302391796888,127.05746062633499,2529.182879377432,0.0,1780.1803129833743,0.37792634950663195
한진한화그랑빌, 월계동 18,19층,2020 12 30,"    55,000/         0",114.97,34.8,2002,37.6177327123959,127.068485479437,1580.4597701149426,0.0,1460.360075713421,0.6853060855965012
풍림아이원, 월계동 944,8층,2020 12 23,"    34,000/         0",59.149,17.9,2005,37.6165429642612,127.06666561914899,1899.441340782123,0.0,1512.5712108341943,0.9122074239961346
현대, 월계동 929,14층,2020 12 31,"    42,000/         0",59.95,18.1,2000,37.61833554176621,127.062696290698,2320.441988950276,0.0,1331.735567509285,0.6067783817067132
동신, 월계동 436,8층,2020 12 19,"    25,000/         0",70.81,21.4,1983,37.617542297909004,127.06122473031401,1168.2242990654206,0.0,644.287383222897,0.7079330673273789
롯데캐슬루나, 월계동 947,6층,2020 12 28,"    36,500/         0",84.9852,25.7,2006,37.6265638017747,127.04988672176,1420.2334630350194,0.0,1395.11231116399,0.6394448556970358
우남그랜드, 월계동 930,20층,2020 8 7,"    37,800/         0",84.73,25.6,2001,37.6158808564073,127.067413499771,1476.5625,0.0,1412.5,0.0
미성, 월계동 13,14층,2020 12 30,"    17,850/         0",50.14,15.2,1986,37.6244709151482,127.06531889195699,1174.342105263158,0.0,917.855897711318,0.7212253540733993
성북맨션, 월계동 383-40,1층,2020 10 27,"     2,000/        60",65.35,19.8,1976,37.6224368796268,127.060231402771,101.01010101010101,3.0303030303030303,535.914702581369,0.8978675645342311
주공2, 월계동 556,10층,2020 12 31,"     2,000/        50",44.94,13.6,1992,37.627807945636604,127.05394929063401,147.05882352941177,3.6764705882352944,861.2547519099766,1.074972669267069
사슴3, 월계동 320-11,3층,2020 12 18,"     3,000/        40",39.6,12.0,1995,37.6317164612232,127.059868687358,250.0,3.3333333333333335,940.2594696969696,1.3062500000000001
삼호4, 월계동 12,6층,2020 12 31,"    16,800/         0",50.18,15.2,1987,37.626587634912894,127.064410660728,1105.2631578947369,0.0,955.818238006942,0.6506204535729567
꿈의숲 SK VIEW, 월계동 949,10층,2020 12 26,"    36,700/         0",59.92,18.1,2016,37.6218157418463,127.053697519221,2027.624309392265,0.0,1704.753530967173,0.5919498964536262
우남(저층), 월계동 492-1,4층,2020 1 4,"    18,000/         0",82.13,24.8,1984,37.6149888897107,127.06195277603999,725.8064516129032,0.0,725.8064516129032,0.0
한일1, 월계동 926,6층,2020 12 12,"    38,000/         0",59.953,18.1,1999,37.6220107594791,127.06154819082501,2099.4475138121547,0.0,1381.1299891845251,0.22518649096029408
건양노블레스빌, 월계동 938,15층,2020 7 13,"    33,000/         0",84.65899999999998,25.6,2003,37.617204028034294,127.06639932928499,1289.0625,0.0,1136.0677083333333,0.5533854166666666
서광, 월계동 922,7층,2020 12 7,"    24,000/         0",59.96,18.1,1994,37.6231499873735,127.06492974658998,1325.966850828729,0.0,1087.1087864138624,0.5858394023103967
청백3, 월계동 780,2층,2020 12 30,"    15,500/         0",49.77,15.1,1998,37.6316897300495,127.05021211521999,1026.4900662251655,0.0,927.544080495695,1.2900312417882684
초안2, 월계동 924,5층,2020 12 1,"    17,000/         0",39.6,12.0,1997,37.6312889238991,127.042793959797,1416.6666666666667,0.0,1099.9522329650092,0.4411458333333333
삼창, 월계동 448-3,2층,2020 11 23,"    30,000/         0",77.84,23.5,1984,37.618483608165796,127.06008048187701,1276.595744680851,0.0,941.2127682993778,0.5154862464803985
성북역신도브래뉴, 월계동 941,4층,2020 11 24,"    34,650/         0",84.9565,25.7,2005,37.6231656197347,127.058979041818,1348.249027237354,0.0,1321.6235846188338,0.31962201222901615
녹천역두산위브아파트, 월계동 950,7층,2020 11 28,"    56,000/         0",84.9094,25.7,2017,37.6405739712273,127.052779009975,2178.988326848249,0.0,1311.1557106586479,1.023103112840467
초안1, 월계동 923,14층,2020 12 5,"    15,000/         0",39.6,12.0,1998,37.6329953907243,127.04430199369601,1250.0,0.0,988.2390714354946,0.5306775225356207
성원(사슴4), 월계동 322-1,4층,2020 12 24,"    27,000/         0",59.94,18.1,1995,37.6293871800137,127.06250885042499,1491.7127071823204,0.0,1113.8300433608115,0.5135130035260719
청백4, 월계동 781,4층,2020 12 23,"    32,000/         0",84.54,25.6,1998,37.6315943501534,127.051774052162,1250.0,0.0,963.6046551464858,0.7854443158803117
사슴2단지, 월계동 320-9,5층,2020 12 24,       539/         7,24.12,7.3,1995,37.632572924465705,127.06092439492201,73.83561643835617,0.9589041095890412,127.87671232876713,0.6849315068493151
대우, 월계동 775,13층,2020 11 25,"    54,000/         0",134.64,40.7,1998,37.63313248101171,127.051320227483,1326.7813267813267,0.0,953.5040760206323,0.59391118993768
유원, 월계동 880,5층,2020 12 19,"    26,000/         0",59.93,18.1,1998,37.62960260807979,127.045151835387,1436.46408839779,0.0,989.744490066953,0.2594033722438392
월계흥화브라운빌, 월계동 939,10층,2020 11 5,"    40,000/         0",59.79,18.1,2004,37.631634708284295,127.043908314053,2209.944751381215,0.0,1240.8019566047815,0.29931158335827596
장은하이빌, 월계동 931,1층,2020 11 14,"    30,000/         0",55.7153,16.9,2002,37.6206171145596,127.061848554286,1775.147928994083,0.0,1472.9373449131515,0.10080645161290322
초안산쌍용스윗닷홈, 월계동 945,2층,2020 12 26,"    43,000/         0",84.69,25.6,2006,37.6304699927938,127.044461642136,1679.6875,0.0,1376.7737930807682,0.1735254702709813
동원베네스트, 월계동 940,14층,2020 12 21,"     5,000/       100",59.854,18.1,2005,37.631802116614,127.058324163151,276.2430939226519,5.524861878453038,1171.5610873932696,1.2124874434957307
대동, 월계동 925,10층,2020 12 20,"    27,300/         0",59.76,18.1,1997,37.621821008592896,127.060480766168,1508.2872928176794,0.0,1233.8120252463946,0.5148748797774726
월계역신도브래뉴, 월계동 942,14층,2020 12 7,"    45,000/         0",123.6546,37.4,2005,37.6290871887063,127.05869045962,1203.2085561497327,0.0,1440.2714328448606,0.0
대주파크빌아파트, 공릉동 751,3층,2020 10 19,"    30,500/         0",81.12,24.5,2003,37.621168315954,127.07225126521001,1244.8979591836735,0.0,1161.3263375457807,0.7871720116618075
태강아파트, 공릉동 81,8층,2020 12 31,"     3,000/        85",49.6,15.0,1999,37.62361333674939,127.083535991082,200.0,5.666666666666667,1346.9605142332412,0.714830119375574
삼익4단지아파트, 공릉동 714,4층,2020 12 29,"     5,000/        70",59.04,17.9,1994,37.6299373642134,127.071818472274,279.3296089385475,3.910614525139665,1199.2251189737226,0.9269025450031039
동아하이빌아파트101동, 공릉동 609-3,2층,2020 5 3,"    28,350/         0",84.73,25.6,2002,37.6188625152741,127.072661429902,1107.421875,0.0,783.8150330145721,1.0416666666666667
풍림아파트B, 공릉동 727,13층,2020 11 9,"    11,000/         0",31.32,9.5,2001,37.6283845492731,127.069175158155,1157.8947368421052,0.0,636.5131578947368,3.141447368421053
화랑타운아파트, 공릉동 111,3층,2020 12 24,"    48,000/         0",84.65,25.6,2000,37.6236915025018,127.08893238499701,1875.0,0.0,1489.478794642857,0.7109375
드림파크, 공릉동 661-21,11층,2020 8 30,"     5,000/        25",12.0,3.6,2011,37.6189400905572,127.077422469366,1388.888888888889,6.944444444444445,1670.1388888888887,3.8194444444444438
공릉 해링턴플레이스, 공릉동 106,8층,2020 12 19,"    55,000/         0",99.917,30.2,2000,37.627774727986,127.08674288183,1821.1920529801325,0.0,1612.9413808692477,0.18029164081624802
시영3차(라이프)아파트, 공릉동 715,12층,2020 12 30,"    20,000/         0",39.6,12.0,1994,37.626985861118,127.0686715385,1666.6666666666667,0.0,1007.1257122507118,1.3814814814814815
노원 프레미어스 엠코, 공릉동 670-20,20층,2020 12 9,"    55,000/         0",84.0408,25.4,2016,37.6185320161544,127.07619712037099,2165.3543307086616,0.0,1672.5721784776902,1.0667416572928385
청솔아파트8, 공릉동 91,5층,2020 12 10,"    37,000/         0",84.65,25.6,2000,37.62325315287529,127.08602074781,1445.3125,0.0,1357.4662066309988,0.4798899055609598
현대성우아파트, 공릉동 741,2층,2020 12 16,"    26,000/         0",59.98,18.1,2000,37.6264023045334,127.07751453638001,1436.46408839779,0.0,1023.9589827374937,0.7797149429240922
(683-30), 공릉동 683-30,8층,2020 9 7,"     2,000/        60",20.0,6.1,2019,37.6177990814968,127.07450913232799,327.8688524590164,9.836065573770492,590.1639344262296,8.688524590163935
공릉동 한보에센시티아파트, 공릉동 743,1층,2020 12 3,"    22,050/         0",59.4,18.0,2000,37.6280110772934,127.080408065649,1225.0,0.0,1248.6472183505678,0.604854571433026
남청파인힐, 공릉동 379-5,5층,2020 11 9,"    38,000/         0",62.817,19.0,2002,37.6263096924116,127.071476329743,2000.0,0.0,1443.8277442351057,0.0
시영2단지(라이프)아파트, 공릉동 707,13층,2020 12 30,"    21,000/         0",39.6,12.0,1994,37.6306425568615,127.06668191829901,1750.0,0.0,1066.8910256410256,1.264022435897436
현대(고려)아파트, 공릉동 590-1,3층,2020 10 10,"    15,000/        50",59.28,17.9,1999,37.6210278487372,127.07722444567301,837.9888268156425,2.7932960893854752,995.9970087537943,1.2849162011173185
하늘공원아파트(102동), 공릉동 222-4,2층,2020 1 9,"    28,000/         0",84.86,25.7,2007,37.6250673707683,127.08044453779699,1089.4941634241245,0.0,1089.4941634241245,0.0
비선아파트, 공릉동 109,11층,2020 12 18,"    23,000/         0",48.6,14.7,1999,37.625770371231106,127.08729142924601,1564.6258503401361,0.0,1228.2786473410142,0.9418783194087191
